"CODIGO";"DESCRIPCION";"LATITUD";"LONGITUD";"DIRECION";"CP";"POBLACION";"PROVINCIA";"PAIS";"CERCANIAS";"FEVE";"COMUN"
"12004";"COLLADO MEDIANO";"40.6928982";"-4.0359271";"C/ Real, 73";"28450";"COLLADO MEDIANO";"MADRID";"ESPAÑA";"SI";"NO";""
"12005";"LOS MOLINOS-GUADARRAMA";"40.7066407";"-4.0671991";"C/ Pedro Gutierrez, S/N";"28460";"MOLINOS (LOS)";"MADRID";"ESPAÑA";"SI";"NO";""
"12006";"CERCEDILLA";"40.7376129";"-4.0662985";"C/ Emilio Serrano, 43";"28470";"CERCEDILLA";"MADRID";"ESPAÑA";"SI";"NO";""
"12007";"TABLADA";"40.7056480";"-4.1253100";"Avda. Valle del Guadarrama, S/N";"28480";"GUADARRAMA";"MADRID";"ESPAÑA";"NO";"NO";""
"12008";"GUDILLOS";"40.7169140";"-4.1576810";"Camino de Gudillos, S/N";"40400";"ESPINAR (EL)";"SEGOVIA";"ESPAÑA";"NO";"NO";""
"12009";"SAN RAFAEL";"40.7149440";"-4.1814300";"Barrio de San Rafael, S/N";"40410";"CASTRO DEL RÍO";"SEGOVIA";"ESPAÑA";"NO";"NO";""
"12010";"EL ESPINAR";"40.7408520";"-4.1894820";"C/ Estación Ferrocarril, S/N";"40400";"CASTRO DEL RÍO";"SEGOVIA";"ESPAÑA";"NO";"NO";""
"12011";"LOS ÁNGELES DE SAN RAFAEL";"40.7779090";"-4.2069330";"Urbanizacion los Angeles de San Rafael, S/N";"40424";"CASTRO DEL RÍO";"SEGOVIA";"ESPAÑA";"NO";"NO";""
"12012";"OTERO-HERREROS";"40.8009700";"-4.2035040";"Barrio Estación Ferrocarril, S/N";"40422";"OTERO DE HERREROS";"SEGOVIA";"ESPAÑA";"NO";"NO";""
"12013";"ORTIGOSA DEL MONTE";"40.8327710";"-4.1680940";"Avda. Estación Ferrocarril, S/N";"40421";"ORTIGOSA DEL MONTE";"SEGOVIA";"ESPAÑA";"NO";"NO";""
"12014";"NAVAS DE RIOFRÍO-LA LOSA";"40.8566730";"-4.1411030";"C/ Estación Ferrocarril, S/N";"40420";"NAVAS DE RIOFRÍO";"SEGOVIA";"ESPAÑA";"NO";"NO";""
"12015";"CERCEDILLA-PUEBLO (APD)";"";"";"";"";"CERCEDILLA";"MADRID";"ESPAÑA";"SI";"NO";""
"12016";"HERAS Y LOS CASTANOS (APD)";"";"";"";"";"CERCEDILLA";"MADRID";"ESPAÑA";"SI";"NO";""
"12017";"CAMORRITOS (APT)";"";"";"";"";"CERCEDILLA";"MADRID";"ESPAÑA";"SI";"NO";""
"12018";"SIETE PICOS";"";"";"";"";"CERCEDILLA";"MADRID";"ESPAÑA";"SI";"NO";""
"12019";"COLLADO ALBO (APT)";"";"";"";"";"CERCEDILLA";"MADRID";"ESPAÑA";"SI";"NO";""
"12020";"PUERTO DE NAVACERRADA";"40.7844678";"-4.0047744";"Calle Vitoria 1, Cercedilla (Madrid)";"28470";"CERCEDILLA";"MADRID";"ESPAÑA";"SI";"NO";""
"12021";"DOS CASTILLAS (APD)";"";"";"";"";"REAL SITIO DE SAN ILDEFONSO";"MADRID";"ESPAÑA";"SI";"NO";""
"12022";"VAQUERIZAS (APT)";"";"";"";"";"REAL SITIO DE SAN ILDEFONSO";"MADRID";"ESPAÑA";"SI";"NO";""
"12023";"LOS COTOS";"40.8223419";"-3.9644961";"Ctra. Sg - 615 ---  Estación de Ferrocarril, S/N";"40100";"REAL SITIO DE SAN ILDEFONSO";"SEGOVIA";"ESPAÑA";"SI";"NO";""
"12100";"SEGOVIA";"40.9340300";"-4.1136500";"C/ Obispo Quesada, 1";"40006";"SEGOVIA";"SEGOVIA";"ESPAÑA";"NO";"NO";"SEGOV"
"12101";"HONTANARES DE ERESMA";"";"";"";"";"HONTANARES DE ERESMA";"SEGOVIA";"ESPAÑA";"NO";"NO";""
"12102";"AUSIN (APD)";"";"";"";"";"YANGUAS DE ERESMA";"SEGOVIA";"ESPAÑA";"NO";"NO";""
"12103";"YANGUAS DE E.-CARBONERO EL MAYOR";"";"";"";"";"CARBONERO EL MAYOR";"SEGOVIA";"ESPAÑA";"NO";"NO";""
"12104";"ARMUNA-BERNARDOS  (APD)";"";"";"";"";"BERNARDOS";"SEGOVIA";"ESPAÑA";"NO";"NO";""
"12105";"ORTIGOSA PESTANO  (APT-CGD)";"";"";"";"";"ORTIGOSA DE PESTAÑO";"SEGOVIA";"ESPAÑA";"NO";"NO";""
"12106";"NAVA DE LA ASUNCION";"";"";"";"";"NAVA DE LA ASUNCIÓN";"SEGOVIA";"ESPAÑA";"NO";"NO";""
"12107";"COCA  (APT-CGD)";"";"";"";"";"COCA";"SEGOVIA";"ESPAÑA";"NO";"NO";""
"12108";"CIRUELOS (APT)";"";"";"";"";"COCA";"SEGOVIA";"ESPAÑA";"NO";"NO";""
"12109";"FUENTE DE SANTA CRUZ COCA (APD)";"";"";"";"";"FUENTE DE SANTA CRUZ";"SEGOVIA";"ESPAÑA";"NO";"NO";""
"12110";"FUENTE OLMEDO (APD)";"";"";"";"";"FUENTE-OLMEDO";"VALLADOLID";"ESPAÑA";"NO";"NO";""
"12111";"OLMEDO DE ADAJA";"";"";"";"";"OLMEDO";"VALLADOLID";"ESPAÑA";"NO";"NO";""
"12112";"POZAL DE GALLINAS";"";"";"";"";"POZAL DE GALLINAS";"VALLADOLID";"ESPAÑA";"NO";"NO";""
"13001";"POBES";"42.8031170";"-2.9072940";"";"";"ERRIBERAGOITIA/RIBERA ALTA";"ARABA/ÁLAVA";"ESPAÑA";"NO";"NO";""
"13002";"ZUAZO (APT)";"42.8689310";"-2.8980600";"";"";"GALDAKAO";"ARABA/ÁLAVA";"ESPAÑA";"NO";"NO";""
"13003";"IZARRA";"42.9514090";"-2.9007550";"";"";"URKABUSTAIZ";"ARABA/ÁLAVA";"ESPAÑA";"NO";"NO";""
"13004";"INOSO-OIARDO     )";"42.9921360";"-2.9157100";"";"";"URKABUSTAIZ";"ARABA/ÁLAVA";"ESPAÑA";"NO";"NO";""
"13005";"LEZAMA";"43.0278170";"-2.9906940";"";"";"LEZAMA";"ARABA/ÁLAVA";"ESPAÑA";"NO";"NO";""
"13006";"ARTOMANA (APT)";"42.9834510";"-2.9771940";"";"";"AMURRIO";"ARABA/ÁLAVA";"ESPAÑA";"NO";"NO";""
"13100";"ORDUÑA";"42.9946191";"-3.0158139";"C/ Estación S/N";"48460";"URDUÑA/ORDUÑA";"BIZKAIA";"ESPAÑA";"SI";"NO";""
"13101";"AMURRIO";"43.0490510";"-3.0020176";"C/ Dionisio Aldama, 15";"01470";"AMURRIO";"ARABA/ÁLAVA";"ESPAÑA";"SI";"NO";""
"13102";"SALBIO";"43.0741720";"-2.9993953";"Urieta Kalea, S/N - Estación Renfe";"01470";"AMURRIO";"ARABA/ÁLAVA";"ESPAÑA";"SI";"NO";""
"13103";"LUIAONDO";"43.0935926";"-2.9996644";"C/ Oloste, 4";"01408";"AYALA/AIARA";"ARABA/ÁLAVA";"ESPAÑA";"SI";"NO";""
"13104";"SANTA CRUZ DE LLODIO";"43.1328630";"-2.9698375";"Camino Sta. Cruz 830";"01400";"LAUDIO/LLODIO";"ARABA/ÁLAVA";"ESPAÑA";"SI";"NO";""
"13105";"BAKIOLA (APD)";"";"";"";"";"ARRANKUDIAGA";"BIZKAIA";"ESPAÑA";"NO";"NO";""
"13106";"LLODIO";"43.1423514";"-2.9606511";"C/ Jose Matia, 2";"01400";"LAUDIO/LLODIO";"ARABA/ÁLAVA";"ESPAÑA";"SI";"NO";""
"13107";"ARETA";"43.1451273";"-2.9433913";"Camino Estación, 1";"01400";"LAUDIO/LLODIO";"ARABA/ÁLAVA";"ESPAÑA";"SI";"NO";""
"13108";"ARBIDE";"43.1632587";"-2.9278362";"Rotalde Auzoa, S/N";"48498";"ARRANKUDIAGA";"BIZKAIA";"ESPAÑA";"SI";"NO";""
"13109";"ARRANKUDIAGA";"43.1694994";"-2.9184485";"Barrio Iberlanda, 220";"48498";"ARRANKUDIAGA";"BIZKAIA";"ESPAÑA";"SI";"NO";""
"13110";"UGAO-MIRABALLES";"43.1790833";"-2.9026960";"Torre de Ugao Kalea 53, Ugao-Miraballes (Bizkaia)";"48490";"UGAO-MIRABALLES";"BIZKAIA";"ESPAÑA";"SI";"NO";""
"13111";"ARRIGORRIAGA";"43.2100868";"-2.8885723";"Paseo Urgoiti, 4";"48480";"ARRIGORRIAGA";"BIZKAIA";"ESPAÑA";"SI";"NO";""
"13112";"BASAURI";"43.2235298";"-2.8823858";"Barrio Elexalde";"48970";"BASAURI";"BIZKAIA";"ESPAÑA";"SI";"NO";""
"13113";"BIDEBIETA-BASAURI";"43.237057 ";"-2.8894856";"C/ Piru Gainza, 11";"48970";"BASAURI";"BIZKAIA";"ESPAÑA";"SI";"NO";""
"13114";"OLLARGAN";"43.2424974";"-2.9164564";"C/ Santa Isabel 54";"48003";"ARRIGORRIAGA";"BIZKAIA";"ESPAÑA";"SI";"NO";""
"13115";"BAKIOLA";"43.1769858";"-2.9090700";"Pol. Ind. Bakiola, S/N";"48498";"ARRANKUDIAGA";"BIZKAIA";"ESPAÑA";"SI";"NO";""
"13116";"IÑARRATXU";"43.0358243";"-3.0038794";"Urieta Kalea S/N, Amurrio (Araba)";"01470";"AMURRIO";"ARABA/ÁLAVA";"ESPAÑA";"SI";"NO";""
"13117";"ARAKALDO";"43.1535592";"-2.9382027";"Usilarra Errepidea S/N, Aracaldo (Bizkaia)";"48498";"ARAKALDO";"BIZKAIA";"ESPAÑA";"SI";"NO";""
"13118";"ABAROA-SAN MIGUEL";"43.2256480";"-2.8871139";"Barrio Ugarte, 1";"48970";"BASAURI";"BIZKAIA";"ESPAÑA";"SI";"NO";""
"13119";"LA PEÑA DE BILBAO";"43.2401669";"-2.9240429";"C/ Lekanda, 2";"48003";"BILBAO";"BIZKAIA";"ESPAÑA";"SI";"NO";""
"13120";"MIRIBILLA";"43.2504290";"-2.9305155";"Santiago Compostela 13";"48003";"BILBAO";"BIZKAIA";"ESPAÑA";"SI";"NO";""
"13121";"AMURRIO IPARRALDE";"43.0578453";"-2.9960659";"C/ Juan de Aranoa, S/N";"01470";"AMURRIO";"ARABA/ÁLAVA";"ESPAÑA";"SI";"NO";""
"13200";"BILBAO-INTERMOD. ABANDO INDALECIO PRIETO";"43.2601304";"-2.9285592";"Pla. Circular, 2";"48008";"BILBAO";"BIZKAIA";"ESPAÑA";"SI";"NO";""
"13205";"ZABALBURU";"43.2567911";"-2.9322841";"Garcia Salazar Kalea, 32";"48003";"BILBAO";"BIZKAIA";"ESPAÑA";"SI";"NO";""
"13206";"AMETZOLA";"43.2547065";"-2.9436598";"C/ Gordoniz, 49";"48012";"BILBAO";"BIZKAIA";"ESPAÑA";"SI";"NO";""
"13207";"AUTONOMÍA";"43.2581339";"-2.9460321";"Avda. del Ferrocarril, 8";"48010";"BILBAO";"BIZKAIA";"ESPAÑA";"SI";"NO";""
"13208";"SAN MAMÉS";"43.2615306";"-2.9488341";"C/ Luis Briñas 23";"48013";"BILBAO";"BIZKAIA";"ESPAÑA";"SI";"NO";""
"13300";"BILBAO-LA NAJA";"";"";"";"";"BILBAO";"BIZKAIA";"ESPAÑA";"NO";"NO";""
"13302";"BILBAO-PARKEA";"";"";"";"";"BILBAO";"BIZKAIA";"ESPAÑA";"NO";"NO";""
"13303";"OLABEAGA";"43.2643804";"-2.9553272";"C/ San Nicolas 23";"48013";"BILBAO";"BIZKAIA";"ESPAÑA";"SI";"NO";""
"13304";"ZORROTZA";"43.2778039";"-2.9721188";"C/ Zorrotza Estación 18";"48013";"BILBAO";"BIZKAIA";"ESPAÑA";"SI";"NO";""
"13305";"LUTXANA-BARAKALDO";"43.2878137";"-2.9754132";"C/ Zumalakarregui, S/N --- San Vicente de Barakaldo";"48903";"ERANDIO";"BIZKAIA";"ESPAÑA";"SI";"NO";""
"13400";"DESERTU-BARAKALDO";"43.3000264";"-2.9844090";"C/ Murrieta 8 7 Pza. El Desierto 7";"48901";"BARAKALDO";"BIZKAIA";"ESPAÑA";"SI";"NO";""
"13401";"SESTAO";"43.3085201";"-2.9940107";"C/ Rivas 72";"48910";"SESTAO";"BIZKAIA";"ESPAÑA";"SI";"NO";""
"13402";"LA IBERIA";"43.3127031";"-3.0044959";"Sotera de la Mier Kalea S/N, Sestao (Bizkaia)";"48910";"SESTAO";"BIZKAIA";"ESPAÑA";"SI";"NO";""
"13403";"PORTUGALETE";"43.3186760";"-3.0152296";"C/ Manuel Calvo 32";"48920";"PORTUGALETE";"BIZKAIA";"ESPAÑA";"SI";"NO";""
"13404";"PEÑOTA";"43.3263563";"-3.0234574";"Paseo Reina Victoria S/N";"48980";"SANTURTZI";"BIZKAIA";"ESPAÑA";"SI";"NO";""
"13405";"SANTURTZI";"43.3286605";"-3.0295685";"Parque de Santurtzi S/N";"48980";"SANTURTZI";"BIZKAIA";"ESPAÑA";"SI";"NO";""
"13501";"GALINDO";"43.3041349";"-3.0101966";"Markonzaga Parkea S/N, Sestao (Bizkaia)";"48910";"SESTAO";"BIZKAIA";"ESPAÑA";"SI";"NO";""
"13502";"TRÁPAGA";"43.3030265";"-3.0169907";"Calle Paseo de la Estación 11, Valle de Trápaga-Trapagaran (Bizkaia)";"48510";"VALLE DE TRÁPAGA-TRAPAGARAN";"BIZKAIA";"ESPAÑA";"SI";"NO";""
"13503";"VALLE DE TRÁPAGA/TRAPAGARAN";"43.3014842";"-3.0287951";"Paseo de la Estación 11";"48510";"VALLE DE TRÁPAGA-TRAPAGARAN";"BIZKAIA";"ESPAÑA";"SI";"NO";""
"13504";"ORTUELLA";"43.3115122";"-3.0603549";"Avda. la Estación 93";"48530";"ORTUELLA";"BIZKAIA";"ESPAÑA";"SI";"NO";""
"13505";"PUTXETA";"43.3156801";"-3.0911356";"Avda. Putxeta 17";"48540";"ABANTO Y CIÉRVANA-ABANTO ZIERBENA";"BIZKAIA";"ESPAÑA";"SI";"NO";""
"13506";"MUSKIZ";"43.3215111";"-3.1123207";"C/ Estación 13";"48550";"MUSKIZ";"BIZKAIA";"ESPAÑA";"SI";"NO";""
"13507";"URIOSTE";"43.3075315";"-3.0410720";"Bº Aiega S/N";"48530";"ORTUELLA";"BIZKAIA";"ESPAÑA";"SI";"NO";""
"13508";"GALLARTA";"43.3193319";"-3.0674521";"C/ Estación Renfe, S/N";"48530";"ABANTO Y CIÉRVANA-ABANTO ZIERBENA";"BIZKAIA";"ESPAÑA";"SI";"NO";""
"13509";"SAGRADA FAMILIA";"43.3082365";"-3.0528979";"C/ Catalina Gibaja 890";"48530";"ORTUELLA";"BIZKAIA";"ESPAÑA";"SI";"NO";""
"14100";"PALENCIA";"42.0157110";"-4.5341350";"Plaza de los Jardinillos S/N, Palencia";"34005";"PALENCIA";"PALENCIA";"ESPAÑA";"NO";"NO";""
"14101";"MONZÓN DE CAMPOS";"42.1055380";"-4.5016770";"C/ Estación de Ferrocarril, S/N";"34410";"MONZÓN DE CAMPOS";"PALENCIA";"ESPAÑA";"NO";"NO";""
"14102";"AMUSCO";"42.1780190";"-4.4807430";"Ctra. P- 983 - Estación Ferrocarril, S/N";"34420";"AMUSCO";"PALENCIA";"ESPAÑA";"NO";"NO";""
"14103";"PIÑA";"42.2117470";"-4.4346890";"C/ Estación Ferrocarril, S/N";"34430";"PIÑA DE CAMPOS";"PALENCIA";"ESPAÑA";"NO";"NO";""
"14104";"FRÓMISTA";"42.2649000";"-4.4024330";"C/ las Huesas, S/N";"34440";"FRÓMISTA";"PALENCIA";"ESPAÑA";"NO";"NO";""
"14105";"MARCILLA DE CAMPOS";"42.3173930";"-4.3797130";"";"";"MARCILLA DE CAMPOS";"PALENCIA";"ESPAÑA";"NO";"NO";""
"14106";"LAS CABANAS DE CASTILLA (APD)";"42.3769470";"-4.3673660";"";"";"OSORNO LA MAYOR";"PALENCIA";"ESPAÑA";"NO";"NO";""
"14107";"OSORNO";"42.4150770";"-4.3573670";"Avda. Calvo Sotelo, S/N";"34460";"OSORNO LA MAYOR";"PALENCIA";"ESPAÑA";"NO";"NO";""
"14108";"ESPINOSA DE VILLAGONZALO";"42.4523730";"-4.3678110";"C/ Apeadero, S/N";"34491";"ESPINOSA DE VILLAGONZALO";"PALENCIA";"ESPAÑA";"NO";"NO";""
"14109";"ESPINOSA DE VILLAGONZALO";"42.4789580";"-4.3745010";"";"";"ESPINOSA DE VILLAGONZALO";"PALENCIA";"ESPAÑA";"NO";"NO";""
"14110";"SAN CRISTOBAL DE BOEDO (APD)";"42.5419600";"-4.3569580";"";"";"SAN CRISTÓBAL DE BOEDO";"PALENCIA";"ESPAÑA";"NO";"NO";""
"14111";"HERRERA DE PISUERGA";"42.5984770";"-4.3166830";"Ctra. C- 627 --- Estación de Ferrocarril, S/N";"34400";"HERRERA DE PISUERGA";"PALENCIA";"ESPAÑA";"NO";"NO";""
"14112";"ALAR DEL REY";"42.6568370";"-4.3113720";"C/ Estación Ferrocarril, S/N";"34480";"ALAR DEL REY";"PALENCIA";"ESPAÑA";"NO";"NO";""
"14113";"MAVE";"42.7237260";"-4.2761600";"Pza. Estación Ferrocarril, S/N";"34492";"AGUILAR DE CAMPOO";"PALENCIA";"ESPAÑA";"NO";"NO";""
"14114";"AGUILAR DE CAMPOO";"42.7853620";"-4.2338990";"Barrio Estación Ferrocarril, 18 - 19";"34800";"AGUILAR DE CAMPOO";"PALENCIA";"ESPAÑA";"NO";"NO";""
"14115";"QUINTANILLA DE LAS TORRES";"42.8190300";"-4.2027530";"C/ Estación Ferrocarril, S/N";"34811";"POMAR DE VALDIVIA";"PALENCIA";"ESPAÑA";"NO";"NO";""
"14116";"EL CARRIÓN (APD)";"42.1163504";"-4.4963210";"";"";"MONZÓN DE CAMPOS";"PALENCIA";"ESPAÑA";"NO";"NO";""
"14117";"EL CARRIÓN";"42.1166417";"-4.500692 ";"C/ Camino Becerril, S/N";"34410";"MONZÓN DE CAMPOS";"PALENCIA";"ESPAÑA";"NO";"NO";""
"14200";"MATAPORQUERA";"42.8709010";"-4.1654060";"C/  la Constitucion   S/N- Mataporquera (Valdeolea)";"39410";"VALDEOLEA";"CANTABRIA";"ESPAÑA";"NO";"NO";""
"14201";"POZAZAL";"42.9209180";"-4.1201950";"";"";"CAMPOO DE ENMEDIO";"CANTABRIA";"ESPAÑA";"NO";"NO";""
"14202";"REINOSA";"42.9944991";"-4.1409454";"Estación Adif Pza. de las Estaciónes S/N";"39200";"REINOSA";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14203";"LANTUENO-SANTIURDE";"43.0580731";"-4.0840131";"C/ Lantueno 82, Santiurde de Reinosa (Cantabria)";"39490";"SANTIURDE DE REINOSA";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14204";"PESQUERA";"43.0823330";"-4.0738143";"Estación Adif S/N";"39491";"PESQUERA";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14205";"MONTABLIZ (APT)";"43.1016780";"-4.0968280";"";"";"BÁRCENA DE PIE DE CONCHA";"CANTABRIA";"ESPAÑA";"NO";"NO";""
"14206";"BÁRCENA";"43.1287054";"-4.0534730";"Calle Doñini 17, Bárcena de Pie de Concha (Cantabria)";"39420";"BÁRCENA DE PIE DE CONCHA";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14207";"MOLLEDO-PORTOLÍN";"43.1456269";"-4.0390334";"Estación Adif S/N. C/portalon";"39430";"MOLLEDO";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14208";"SANTA CRUZ DE IGUÑA";"43.1701216";"-4.0450627";"Estación Adif S/N. C/estacion, Barrio la Serna";"39450";"MOLLEDO";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14209";"LAS FRAGUAS";"43.1932190";"-4.0541127";"Barrio Estación las Fraguas S/N, Arenas de Iguña (Cantabria)";"39450";"ARROYO DE LAS FRAGUAS";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14210";"LOS CORRALES DE BUELNA";"43.2551009";"-4.0639472";"Estación Adif,  S/N --- Barrio Estación";"39400";"CORRALES DE BUELNA (LOS)";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14211";"LAS CALDAS DE BESAYA";"43.2985945";"-4.0732520";"C/ Estación Adif, S/N";"39460";"CORRALES DE BUELNA (LOS)";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14212";"VIÉRNOLES";"43.3245636";"-4.0540441";"Estación Adif S/N";"39315";"TORRELAVEGA";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14213";"TORRELAVEGA";"43.3276776";"-4.0426871";"Estación Adif,joaquin Fernandez Vallejo S/N";"39300";"TORRELAVEGA";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14214";"SIERRAPANDO";"43.3417845";"-4.0266342";"Estación Adif,barrio Estación S/N";"39317";"TORRELAVEGA";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14215";"ZURITA";"43.3476712";"-3.9910501";"Estación Adif S/N. Barrio de San Martin";"39479";"PIÉLAGOS";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14216";"RENEDO";"43.3531069";"-3.9496471";"Estación Adif, Avda Luis de la Concha 1";"39470";"PIÉLAGOS";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14217";"PARBAYÓN";"43.3767446";"-3.8942201";"Estación Adif.barrio del Jurrio S/N";"39612";"PIÉLAGOS";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14218";"GUARNIZO";"43.3915101";"-3.8595450";"C/ Ramón y Cajal S/N, El Astillero (Cantabria)";"39611";"ASTILLERO (EL)";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14219";"BOO";"43.4104796";"-3.8415883";"C/ del Boo, 42";"39691";"ASTILLERO (EL)";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14220";"MALIAÑO";"43.4161415";"-3.8410762";"Estación Adif  -- Avda. de Cantabria, S/N";"39600";"CAMARGO";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14221";"MURIEDAS";"43.4265260";"-3.8482400";"";"";"CAMARGO";"CANTABRIA";"ESPAÑA";"NO";"NO";""
"14223";"SANTANDER";"43.4583981";"-3.8109529";"Pza. de las Estaciónes  S/N-Santander";"39002";"SANTANDER";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14229";"ZURITA";"43.3497231";"-3.9335829";"";"";"PIÉLAGOS";"CANTABRIA";"ESPAÑA";"NO";"NO";""
"14230";"VALDECILLA";"43.4540888";"-3.8277628";"Avenida Candina S/N, Santander";"39011";"SANTANDER";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14231";"NUEVA MONTAÑA";"43.4401137";"-3.8493866";"Estación Adif,c/ Alcalde Macario Rivero, S/N";"39011";"SANTANDER";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14232";"LOMBERA";"43.2658249";"-4.0675902";"Calle San Cipriano, S/N, los Corrales de Buelna (Cantabria)";"39400";"CORRALES DE BUELNA (LOS)";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14233";"RÍO EBRO";"43.0007554";"-4.1344006";"Estación Adif, C/duque y Merino S/N";"39200";"CAMPOO DE ENMEDIO";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14234";"PUJAYO";"43.1228745";"-4.0823753";"Ctra A Pujayo S/N/, Estación Adif, Bárcena de Pie de Concha (Cantabria)";"39420";"BÁRCENA DE PIE DE CONCHA";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14235";"ARENAS DE IGUÑA";"43.1850828";"-4.0500754";"C/ Estación Adif, S/N.";"39450";"ARENAS DE IGUÑA";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14236";"VIOÑO";"43.3606470";"-3.9648063";"Estación Adif S/N. Barrio de San Lorenzo";"39479";"PIÉLAGOS";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14237";"MURIEDAS-BAHÍA";"43.4216858";"-3.8441175";"Estación Adif, C/ del Carmen S/N";"39600";"CAMARGO";"CANTABRIA";"ESPAÑA";"SI";"NO";""
"14301";"CILLAMAYOR (APD)";"";"";"";"";"BARRUELO DE SANTULLÁN";"PALENCIA";"ESPAÑA";"NO";"NO";""
"14302";"BARRUELO DE SANTULLAN (APD-CGD)";"";"";"";"";"BARRUELO DE SANTULLÁN";"PALENCIA";"ESPAÑA";"NO";"NO";""
"1462B";"LAREDO";"";"";"";"";"LAREDO";"";"ESPAÑA";"NO";"NO";""
"14621";"LAREDO";"";"";"";"";"LAREDO";"CANTABRIA";"ESPAÑA";"NO";"NO";""
"15001";"GRIJOTA";"42.0492250";"-4.5839540";"Paseo Estación Ferrocarril, S/N";"34192";"GRIJOTA";"PALENCIA";"ESPAÑA";"NO";"NO";""
"15002";"VILLAUMBRALES (APD)";"42.0860650";"-4.6268000";"";"";"VILLAUMBRALES";"PALENCIA";"ESPAÑA";"NO";"NO";""
"15003";"BECERRIL";"42.1047060";"-4.6471200";"Ctra. P - 953 --- Estación Ferrocarril, S/N";"34310";"BECERRIL DE CAMPOS";"PALENCIA";"ESPAÑA";"NO";"NO";""
"15004";"PAREDES DE NAVA";"42.1506940";"-4.6975990";"Avda. Berruguete, 38";"34300";"PAREDES DE NAVA";"PALENCIA";"ESPAÑA";"NO";"NO";""
"15005";"VILLALUMBROSO (APD)";"42.1782470";"-4.7820970";"";"";"VALLE DEL RETORTILLO";"PALENCIA";"ESPAÑA";"NO";"NO";""
"15006";"CISNEROS";"42.1911200";"-4.8502490";"Ctra. P - 932 --- Estación Ferrocarril, S/N";"34320";"CISNEROS";"PALENCIA";"ESPAÑA";"NO";"NO";""
"15007";"VILLADA";"42.2452380";"-4.9705890";"C/ Estación Norte, S/N";"34340";"VILLADA";"PALENCIA";"ESPAÑA";"NO";"NO";""
"15008";"GRAJAL";"42.3232460";"-5.0133810";"C/ Estación Ferrocarril, S/N";"24340";"GRAJAL DE CAMPOS";"LEÓN";"ESPAÑA";"NO";"NO";""
"15009";"SAHAGÚN";"42.3693290";"-5.0226670";"C/ Tras Estación, S/N";"24320";"SAHAGÚN";"LEÓN";"ESPAÑA";"NO";"NO";""
"15010";"CALZADA DEL COTO";"42.3982530";"-5.0998710";"";"";"CALZADA DEL COTO";"LEÓN";"ESPAÑA";"NO";"NO";""
"15011";"BERCIANOS DEL REAL CAMINO (APD)";"42.4001190";"-5.1445890";"";"";"BERCIANOS DEL REAL CAMINO";"LEÓN";"ESPAÑA";"NO";"NO";""
"15012";"EL BURGO RANERO";"42.4257530";"-5.2085920";"C/ Senda Estación Ferrocarril, S/N";"24343";"BURGO RANERO (EL)";"LEÓN";"ESPAÑA";"NO";"NO";""
"15013";"VILLAMARCO (APD)";"42.4663040";"-5.2966770";"";"";"SANTAS MARTAS";"LEÓN";"ESPAÑA";"NO";"NO";""
"15014";"SANTAS MARTAS";"42.4600040";"-5.3867770";"C/ Estación Ferrocarril, 10-16";"24330";"SANTAS MARTAS";"LEÓN";"ESPAÑA";"NO";"NO";""
"15015";"PALANQUINOS";"42.4607160";"-5.4975840";"Pza. Santa Rita, 10";"24225";"VILLANUEVA DE LAS MANZANAS";"LEÓN";"ESPAÑA";"NO";"NO";""
"15016";"VEGA DE LOS INFANZONES (APD)";"42.4748150";"-5.5322540";"";"";"VEGA DE INFANZONES";"LEÓN";"ESPAÑA";"NO";"NO";""
"15017";"TORNEROS (APT)";"42.5167560";"-5.5599880";"";"";"ONZONILLA";"LEÓN";"ESPAÑA";"NO";"NO";""
"15100";"LEÓN";"42.5960480";"-5.5824280";"Avda. Palencia, S/N";"24009";"LEÓN";"LEÓN";"ESPAÑA";"NO";"NO";""
